序号,标题,分类路径,主要描述,网址
"763","OpenList Quick Start Guide","Application Guide > Docker > Container Application > OpenList Quick Start Guide","Applicable Version: UGOS Pro firmware 1.9.0.0062 and laterApplicable Model: DXP SeriesNote: The screenshots and interfaces in this document are for reference only. The actual display may vary dependin...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc2MyIsICJjbGllbnRUeXBlIjogIiJ9"
"531","Quick Start Guide for Firefox Browser","Application Guide > Docker > Container Application > Quick Start Guide for Firefox Browser","Getting StartedFirefox is an open-source and secure web browser that runs on the UGOS Pro system, enabling web browsing and access to intranet devices. With the Firefox application integrated into the...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUzMSIsICJjbGllbnRUeXBlIjogIiJ9"
"533","Quick Start Guide for Lucky","Application Guide > Docker > Container Application > Quick Start Guide for Lucky","Application Lucky is a powerful soft/hard router tool designed for home use, ideal for managing and optimizing household network environments. Its main features include:IPv6/IPv4 Port ForwardingWeb Se...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUzMyIsICJjbGllbnRUeXBlIjogIiJ9"
"534","Quick Start Guide for Siyuan Notes","Application Guide > Docker > Container Application > Quick Start Guide for Siyuan Notes","App IntroductionSiyuan is a privacy-focused personal knowledge management system that supports fine-grained block references and a WYSIWYG Markdown editing mode, providing users with an efficient know...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUzNCIsICJjbGllbnRUeXBlIjogIiJ9"
"532","Quick Start Guide for qBittorrent","Application Guide > Docker > Container Application > Quick Start Guide for qBittorrent","Applicability Statement: This guide applies to UGOS Pro firmware version 1.6.1.2846. The screenshots provided are for reference only — the actual interface may vary slightly depending on the system or...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUzMiIsICJjbGllbnRUeXBlIjogIiJ9"
"236","Docker","Application Guide > Docker > Docker","Applicable Version: UGOS Pro 1.10.0.0092 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzNiIsICJjbGllbnRUeXBlIjogIiJ9"
"472","Deploy Personal Navigation Page Sun-panel on the UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy Personal Navigation Page Sun-panel on the UGREEN NAS","Introduction to Sun-panelSun-panel is a lightweight and minimalist personal navigation program, specifically designed for NAS users to collect and manage project bookmarks efficiently. By leveraging U...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ3MiIsICJjbGllbnRUeXBlIjogIiJ9"
"441","Deploy a Personal Novel Reader (Reader) on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy a Personal Novel Reader (Reader) on UGREEN NAS","Application Reader is a tool designed specifically for online literature enthusiasts, aiming to provide a convenient, fast, and comfortable trial reading experience. With Reader, users can not only re...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ0MSIsICJjbGllbnRUeXBlIjogIiJ9"
"500","Deploy an Online Music Scraper (Music Tag Web) on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy an Online Music Scraper (Music Tag Web) on UGREEN NAS","Introduction to Music Tag WebThe [Music Tag] Web version is an application that allows you to edit song information such as title, album, artist, lyrics, and cover art. It supports a wide range of aud...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUwMCIsICJjbGllbnRUeXBlIjogIiJ9"
"486","Deploy the Alist Cloud Drive Mount Service on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy the Alist Cloud Drive Mount Service on UGREEN NAS","Alist is an open-source file listing program that supports various storage services (such as local disks and cloud drives) as backend storage. It offers a clean and user-friendly frontend interface fo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ4NiIsICJjbGllbnRUeXBlIjogIiJ9"
"591","Deploy the DeepSeek large model on UGREEN NAS using OpenWebUI and the SiliconFlow API","Application Guide > Docker > Docker Gameplay > Deploy the DeepSeek large model on UGREEN NAS using OpenWebUI and the SiliconFlow API","This tutorial will provide a detailed guide on how to deploy the DeepSeek large model on UGREEN NAS using OpenWebUI in conjunction with the SiliconFlow API. SiliconFlow is a professional large model h...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5MSIsICJjbGllbnRUeXBlIjogIiJ9"
"577","Deploy the Open-Source Self-Hosted Mobile Photo Backup Tool Immich on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy the Open-Source Self-Hosted Mobile Photo Backup Tool Immich on UGREEN NAS","Introduction to the ImmichImmich is an open-source photo backup solution, similar to Google Photos, but completely free and with AI features. It is primarily used for deployment on home servers such a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3NyIsICJjbGllbnRUeXBlIjogIiJ9"
"473","Deploy the PDF Multi-tool Stirling-PDF on the UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploy the PDF Multi-tool Stirling-PDF on the UGREEN NAS","Introduction to Stirling-PDFStirling-PDF is a powerful PDF toolbox that offers a wide range of commonly used PDF processing features. These include adding or removing PDF passwords, merging or splitti...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ3MyIsICJjbGllbnRUeXBlIjogIiJ9"
"436","Deploying CloudDrive2 on UGREEN NAS and Mounting It as a Local Directory","Application Guide > Docker > Docker Gameplay > Deploying CloudDrive2 on UGREEN NAS and Mounting It as a Local Directory","Introduction to CloudDriveCloudDrive is a comprehensive cloud storage management platform designed to seamlessly integrate multiple cloud storage services into a unified interface. With CloudDrive, yo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzNiIsICJjbGllbnRUeXBlIjogIiJ9"
"596","Deploying DeepSeek Large Model on UGREEN NAS via OpenWebUI + NVIDIA NIM API","Application Guide > Docker > Docker Gameplay > Deploying DeepSeek Large Model on UGREEN NAS via OpenWebUI + NVIDIA NIM API","In a previous article, we introduced Deploy the DeepSeek large model on UGREEN NAS using OpenWebUI and the SiliconFlow API. Besides SiliconFlow, NVIDIA’s NIM (NVIDIA Inference Microservices) platform ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5NiIsICJjbGllbnRUeXBlIjogIiJ9"
"549","Deploying Watchtower on UGREEN NAS for Automatic Container Updates","Application Guide > Docker > Docker Gameplay > Deploying Watchtower on UGREEN NAS for Automatic Container Updates","Application Watchtower is an open-source tool designed for automatically updating Docker containers. It monitors running containers and updates them when a new version of the image is available, there...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0OSIsICJjbGllbnRUeXBlIjogIiJ9"
"466","Deploying WizNote on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploying WizNote on UGREEN NAS","WizNote is a cross-platform cloud note-taking software that supports operating systems such as Windows, Mac, Linux, Android, and iOS. It allows users to efficiently collect, manage, and share informat...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2NiIsICJjbGllbnRUeXBlIjogIiJ9"
"348","Deploying a Qbittorrent Downloader on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploying a Qbittorrent Downloader on UGREEN NAS","App IntroductionQBittorrent is an open-source, lightweight, feature-rich, and easy-to-configure BT/PT download tool. It supports the BitTorrent protocol as well as private trackers, and is widely favo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM0OCIsICJjbGllbnRUeXBlIjogIiJ9"
"372","Deploying the Syncthing Open-Source File Synchronization Tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Deploying the Syncthing Open-Source File Synchronization Tool on UGREEN NAS","Syncthing is an open-source file synchronization tool that allows for secure file synchronization between multiple devices without relying on cloud services. Instead, it syncs directly between devices...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM3MiIsICJjbGllbnRUeXBlIjogIiJ9"
"733","EasyNVR Quick Start Guide","Application Guide > Docker > Docker Gameplay > EasyNVR Quick Start Guide","App IntroductionEasyNVR is an NVR (Network Video Recorder) management software compatible with various types of cameras. It supports bulk device access and centralized control, provides real-time vide...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjczMyIsICJjbGllbnRUeXBlIjogIiJ9"
"476","How to Deploy the Shinobi Open-Source Video Surveillance System Using Docker","Application Guide > Docker > Docker Gameplay > How to Deploy the Shinobi Open-Source Video Surveillance System Using Docker","Shinobi: A Powerful Open-Source Video Surveillance SolutionShinobi is a robust open-source video surveillance system that supports various camera protocols, including the widely used ONVIF (Open Netwo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ3NiIsICJjbGllbnRUeXBlIjogIiJ9"
"457","How to Run a Container on Docker's Macvlan Network","Application Guide > Docker > Docker Gameplay > How to Run a Container on Docker's Macvlan Network","What is Macvlan?In simple terms, Macvlan is a virtual network interface technology on Linux that allows users to create multiple virtual network interfaces on a single physical NIC, with each virtual ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"672","Music Tag Web Quick Start Guide","Application Guide > Docker > Docker Gameplay > Music Tag Web Quick Start Guide","App IntroductionMusic Tag Web is a music tag editor that supports batch automatic editing of metadata such as title, album, artist, lyrics, and cover art for music files. It supports a wide range of a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3MiIsICJjbGllbnRUeXBlIjogIiJ9"
"593","Quick Start Guide for Home Assistant","Application Guide > Docker > Docker Gameplay > Quick Start Guide for Home Assistant","Application Home Assistant is an open-source home automation platform that connects local smart home devices and enables automated control.Default Login Information● Default Access Port: 8123● Local N...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5MyIsICJjbGllbnRUeXBlIjogIiJ9"
"592","Quick Start Guide for Jellyfin","Application Guide > Docker > Docker Gameplay > Quick Start Guide for Jellyfin","Application Jellyfin is an open-source, free media server software that focuses on local media management and streaming services. Users can manage video, music, images, and other files in one place an...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5MiIsICJjbGllbnRUeXBlIjogIiJ9"
"357","Set Up DDNS-GO on UGREEN NAS to Enable Domain Name Access","Application Guide > Docker > Docker Gameplay > Set Up DDNS-GO on UGREEN NAS to Enable Domain Name Access","DDNS-GO is a Dynamic DNS service tool that supports Docker container deployment. Its main function is to automatically update the dynamic public IP address of a local network to a domain name service ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"361","Set Up Emby Streaming Media Service on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set Up Emby Streaming Media Service on UGREEN NAS","App IntroductionEmby is a powerful streaming media center designed to centralize the management of personal media content and enable playback across various devices. Emby supports a wide range of medi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2MSIsICJjbGllbnRUeXBlIjogIiJ9"
"358","Set Up Lucky on UGREEN NAS to Enable DDNS Resolution","Application Guide > Docker > Docker Gameplay > Set Up Lucky on UGREEN NAS to Enable DDNS Resolution","Application Lucky is a Docker container image designed for monitoring and managing DDNS (Dynamic Domain Name System). This tool helps users easily synchronize their dynamic IP address with domain name...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM1OCIsICJjbGllbnRUeXBlIjogIiJ9"
"374","Set Up VerySync on UGREEN NAS to Enable Cross-Device File Sync and Sharing","Application Guide > Docker > Docker Gameplay > Set Up VerySync on UGREEN NAS to Enable Cross-Device File Sync and Sharing","VerySync is a tool for cross-device file synchronization and sharing, utilizing P2P technology to achieve file synchronization and backup, providing secure and efficient file transfer. VerySync can be...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM3NCIsICJjbGllbnRUeXBlIjogIiJ9"
"364","Set Up a Transmission Downloader Using Docker","Application Guide > Docker > Docker Gameplay > Set Up a Transmission Downloader Using Docker","App Transmission is an open-source, lightweight BT/PT client known for its low resource consumption and high performance. It provides powerful download and management capabilities that can meet the do...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2NCIsICJjbGllbnRUeXBlIjogIiJ9"
"503","Set Up the Personal Subscription Management Tool Wallos on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set Up the Personal Subscription Management Tool Wallos on UGREEN NAS","Container Wallos is an open-source tool specifically designed for managing subscription services. As internet applications continue to grow, many services have adopted a subscription-based model. Whil...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUwMyIsICJjbGllbnRUeXBlIjogIiJ9"
"570","Set up Kimi.AI Assistant on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set up Kimi.AI Assistant on UGREEN NAS","App Kimi.AI is a domestic AI assistant developed by Moonshot AI Company. Based on a multi-purpose large language model, it provides various services to help improve work and study efficiency. Kimi.AI ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3MCIsICJjbGllbnRUeXBlIjogIiJ9"
"565","Set up MrDoc Online Document and Knowledge Base System on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set up MrDoc Online Document and Knowledge Base System on UGREEN NAS","Introduction to MrDoc DocumentMrDoc (MrDoc Document) is an open-source online document and knowledge base system. It is a lightweight yet powerful tool. For small teams that need to maintain internal ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2NSIsICJjbGllbnRUeXBlIjogIiJ9"
"590","Set up Open WebUI to deploy large language models on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set up Open WebUI to deploy large language models on UGREEN NAS","Application Open WebUI is an extensible, powerful, and user-friendly self-hosted web interface designed to run completely offline. It is ideal for developers, researchers, and privacy-conscious indivi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5MCIsICJjbGllbnRUeXBlIjogIiJ9"
"563","Set up a MariaDB database and the phpMyAdmin management tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set up a MariaDB database and the phpMyAdmin management tool on UGREEN NAS","Introduction to MariaDBMariaDB is an open-source relational database management system created by Michael ""Monty"" Widenius, one of the original developers of MySQL, and his team. It is designed to be ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2MyIsICJjbGllbnRUeXBlIjogIiJ9"
"566","Set up the Trilium note-taking tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Set up the Trilium note-taking tool on UGREEN NAS","Trilium is a highly flexible note-taking tool that supports bidirectional linking, unlimited nesting, note maps, and more. It also allows for complex logic through custom JavaScript. By deploying the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2NiIsICJjbGllbnRUeXBlIjogIiJ9"
"546","Setting Up MKVToolNix Multimedia Processing Tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up MKVToolNix Multimedia Processing Tool on UGREEN NAS","Application IntroductionMKVToolNix is a powerful multimedia processing tool designed for creating, modifying, and inspecting Matroska (MKV) files on Linux, other Unix systems, and Windows. This softwa...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0NiIsICJjbGllbnRUeXBlIjogIiJ9"
"468","Setting Up PostgreSQL Database on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up PostgreSQL Database on UGREEN NAS","PostgreSQL, often simply referred to as Postgres, is an open-source object-relational database management system (ORDBMS) with a long history and an excellent reputation in the field of databases. Pos...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2OCIsICJjbGllbnRUeXBlIjogIiJ9"
"622","Setting Up Tailscale on UGREEN NAS for Remote Access","Application Guide > Docker > Docker Gameplay > Setting Up Tailscale on UGREEN NAS for Remote Access","App IntroductionTailscale is a networking tool based on WireGuard technology, designed to help users quickly build secure private networks. With its efficient peer-to-peer technology, Tailscale offers...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYyMiIsICJjbGllbnRUeXBlIjogIiJ9"
"550","Setting Up UniFi Controller on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up UniFi Controller on UGREEN NAS","Application The UniFi Controller is a network management software developed by Ubiquiti Networks, specifically designed for managing UniFi series devices such as access points (APs), switches, and rou...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1MCIsICJjbGllbnRUeXBlIjogIiJ9"
"424","Setting Up a Personal Blog with Docker Compose: A Halo Deployment Tutorial","Application Guide > Docker > Docker Gameplay > Setting Up a Personal Blog with Docker Compose: A Halo Deployment Tutorial","Halo Blog IntroductionHalo is a modern, open-source blogging and content management system (CMS) that is rich in features and supports Markdown documents, capable of meeting the needs of daily writing...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyNCIsICJjbGllbnRUeXBlIjogIiJ9"
"562","Setting Up a Personal WordPress Blog on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up a Personal WordPress Blog on UGREEN NAS","App IntroductionWordPress is a powerful, free, open-source content management system (CMS) widely used to create various types of websites, ranging from personal blogs to large enterprise sites. Its p...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2MiIsICJjbGllbnRUeXBlIjogIiJ9"
"467","Setting Up pgAdmin on UGREEN NAS as a General Database Management Tool","Application Guide > Docker > Docker Gameplay > Setting Up pgAdmin on UGREEN NAS as a General Database Management Tool","pgAdmin is a popular, graphical management tool specifically designed for managing and maintaining PostgreSQL databases. It offers users powerful features, including creating and modifying database ob...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2NyIsICJjbGllbnRUeXBlIjogIiJ9"
"547","Setting Up the Kavita Comic Management Tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up the Kavita Comic Management Tool on UGREEN NAS","App IntroductionKavita is a fast, feature-rich, cross-platform reading server that offers a one-stop solution for managing comics, books, and novels, tailored for personal and household use. With Kavi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0NyIsICJjbGllbnRUeXBlIjogIiJ9"
"541","Setting Up the Local Full-Text Search Tool file-search on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting Up the Local Full-Text Search Tool file-search on UGREEN NAS","Application Introductionfile-search is a document full-text search and preview tool, released under the Apache open-source license. It is known for its excellent local file search speed — even for lar...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0MSIsICJjbGllbnRUeXBlIjogIiJ9"
"545","Setting up Cloud Backup on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting up Cloud Backup on UGREEN NAS","App IntroductionCloud Backup is a WeChat cloud backup application that allows users to back up WeChat data to a server and access it via a browser. Users can browse and search their data just like usi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU0NSIsICJjbGllbnRUeXBlIjogIiJ9"
"552","Setting up HivisionIDPhotos ID Photo Creation Tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > Setting up HivisionIDPhotos ID Photo Creation Tool on UGREEN NAS","Application HivisionIDPhoto is a lightweight and efficient AI-powered ID photo creation tool designed to develop practical and systematic intelligent ID photo processing algorithms. If you need to cre...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1MiIsICJjbGllbnRUeXBlIjogIiJ9"
"615","TaoSync Quick Start Guide","Application Guide > Docker > Docker Gameplay > TaoSync Quick Start Guide","Applicable Version: UGOS Pro 1.10.0.0092 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYxNSIsICJjbGllbnRUeXBlIjogIiJ9"
"589","The Tutorial for Locally Deploying the DeepSeek-R1 Large Language Model on UGREEN NAS","Application Guide > Docker > Docker Gameplay > The Tutorial for Locally Deploying the DeepSeek-R1 Large Language Model on UGREEN NAS","Introduction to DeepSeekDeepSeek is an inference model developed by Hangzhou DeepSeek Artificial Intelligence Basic Technology Research Co., Ltd. (established on July 17, 2023). This model utilizes re...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4OSIsICJjbGllbnRUeXBlIjogIiJ9"
"511","[Docker Usage] Deploying CloudDrive2 on UGREEN NAS to Mount 115 Cloud Drive","Application Guide > Docker > Docker Gameplay > [Docker Usage] Deploying CloudDrive2 on UGREEN NAS to Mount 115 Cloud Drive","Introduction to CloudDriveCloudDrive is an all-in-one cloud storage management platform that seamlessly integrates multiple cloud storage services through a unified interface. It allows users to easil...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxMSIsICJjbGllbnRUeXBlIjogIiJ9"
"529","[Docker Usage] Deploying Speedtest-X Speed Test Tool on UGREEN NAS","Application Guide > Docker > Docker Gameplay > [Docker Usage] Deploying Speedtest-X Speed Test Tool on UGREEN NAS","Speedtest-X IntroductionSpeedtest-X is a Docker-based network speed testing tool image. It features a user-friendly interface and provides efficient speed testing services.Main FeaturesNetwork Speed T...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUyOSIsICJjbGllbnRUeXBlIjogIiJ9"
"497","[Docker Usage] Deploying the Aria2 Downloader on UGREEN NAS and Configuring the Browser Extension","Application Guide > Docker > Docker Gameplay > [Docker Usage] Deploying the Aria2 Downloader on UGREEN NAS and Configuring the Browser Extension","Introduction to Aria2Aria2 is a utility for downloading files. It can be deployed on a NAS and used as a browser-based download manager, serving as an alternative to tools like Xunlei. It supports bat...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ5NyIsICJjbGllbnRUeXBlIjogIiJ9"
"507","[Docker Usage] Deploying the Memos Personal Note App on UGREEN NAS for Cross-Platform, Anytime Note-Taking","Application Guide > Docker > Docker Gameplay > [Docker Usage] Deploying the Memos Personal Note App on UGREEN NAS for Cross-Platform, Anytime Note-Taking","Introduction to MemosMemos is a lightweight, card-based knowledge management tool designed to help users capture, categorize, and organize ideas into a personal knowledge base, thereby improving knowl...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUwNyIsICJjbGllbnRUeXBlIjogIiJ9"
"475","[Docker Usage] How to Build the Home Assistant Smart Home System with Docker","Application Guide > Docker > Docker Gameplay > [Docker Usage] How to Build the Home Assistant Smart Home System with Docker","Home Assistant (HA) is an open-source smart home system built on Python, offering integration with various devices and highly customizable configurations. With Home Assistant, you can easily connect s...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ3NSIsICJjbGllbnRUeXBlIjogIiJ9"
"362","[Docker Usage] Set Up Jellyfin Streaming Service on UGREEN NAS","Application Guide > Docker > Docker Gameplay > [Docker Usage] Set Up Jellyfin Streaming Service on UGREEN NAS","Jellyfin, a fully open-source media server, offers functionalities similar to those of Plex and jellyfin. It enables users to organize and stream locally stored media files, such as movies, music, pho...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2MiIsICJjbGllbnRUeXBlIjogIiJ9"
"502","[Docker Usage] Set Up Navidrome on UGREEN NAS to Build Your Private Music Library","Application Guide > Docker > Docker Gameplay > [Docker Usage] Set Up Navidrome on UGREEN NAS to Build Your Private Music Library","Introduction to NavidromeNavidrome is an open-source web-based music streaming server, specifically designed for users who wish to host their music collections on personal devices and enjoy convenient...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUwMiIsICJjbGllbnRUeXBlIjogIiJ9"
"360","[Docker Usage] Set Up Plex Media Streaming Service Using Docker","Application Guide > Docker > Docker Gameplay > [Docker Usage] Set Up Plex Media Streaming Service Using Docker","Plex is a popular media server application that allows users to organize and stream locally stored media files (such as movies, music, photos, etc.) to various devices. By installing the Plex image vi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2MCIsICJjbGllbnRUeXBlIjogIiJ9"
"419","[Docker Usage] Setting Up SiYuan via Docker for Efficient Personal Knowledge Management","Application Guide > Docker > Docker Gameplay > [Docker Usage] Setting Up SiYuan via Docker for Efficient Personal Knowledge Management","SiYuan is a widely popular Markdown editor and knowledge management software. It helps users establish connections between various notes in a graph-like manner, forming a personal knowledge network, m...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxOSIsICJjbGllbnRUeXBlIjogIiJ9"
"456","[FAQ] How to Configure a Macvlan Network in Docker Compose","Application Guide > Docker > Docker Gameplay > [FAQ] How to Configure a Macvlan Network in Docker Compose","Adding a macvlan network in the Docker Compose configuration file allows containers to connect to the physical network, enabling them to communicate with other devices as if they were standalone devic...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1NiIsICJjbGllbnRUeXBlIjogIiJ9"
"370","[FAQ] How to Create a Private Repository on Alibaba Cloud and Upload Images","Application Guide > Docker > Docker Gameplay > [FAQ] How to Create a Private Repository on Alibaba Cloud and Upload Images","Using Alibaba Cloud Container Registry (ACR), you can easily manage and distribute Docker images. The following steps explain how to create a private repository on Alibaba Cloud and upload a local Doc...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM3MCIsICJjbGllbnRUeXBlIjogIiJ9"
"423","[Tutorial] How to Deploy TMM for Scraping Movie Information with Docker Compose to Create the Perfect NAS Poster Wall?","Application Guide > Docker > Docker Gameplay > [Tutorial] How to Deploy TMM for Scraping Movie Information with Docker Compose to Create the Perfect NAS Poster Wall?","TinyMediaManager (abbreviated as TMM) is an open-source multimedia management tool primarily used for scraping metadata of video files from the internet, such as movie information, covers, posters, et...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyMyIsICJjbGllbnRUeXBlIjogIiJ9"
"291","Docker Networking","Application Guide > Docker > Docker Networking","Managing Docker NetworksIn the ""Networking"" interface, you can view and manage the network configuration of containers. The networking mode determines how containers interact with external networks an...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI5MSIsICJjbGllbnRUeXBlIjogIiJ9"
"539","About Container Application","Application Guide > Docker > FAQ > About Container Application","The container applications in UGOS Pro offer users a diverse and flexible range of application services. Compared to deploying containers directly with Docker, the container applications simplify the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUzOSIsICJjbGllbnRUeXBlIjogIiJ9"
"335","Configuring Docker to Download Images via Proxy on UGREEN NAS","Application Guide > Docker > FAQ > Configuring Docker to Download Images via Proxy on UGREEN NAS","With the HTTP and HTTPS proxy features provided by UGOS Pro for Docker, users can conveniently download Docker images and accelerate the download process, especially under poor network conditions. Thi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMzNSIsICJjbGllbnRUeXBlIjogIiJ9"
"517","Docker Container Permission Configuration Detailed Explanation","Application Guide > Docker > FAQ > Docker Container Permission Configuration Detailed Explanation","In the usage of Docker containers, permission settings are a key factor in ensuring the security and functionality of the container. Docker provides a flexible permission control mechanism for contain...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxNyIsICJjbGllbnRUeXBlIjogIiJ9"
"611","Get the real path of the NAS folder and mount it to the Docker container.","Application Guide > Docker > FAQ > Get the real path of the NAS folder and mount it to the Docker container.","When using Docker, you may need to mount a folder from the NAS to the Docker container so that the container can access data on the NAS. Below are the detailed steps and considerations to help you com...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYxMSIsICJjbGllbnRUeXBlIjogIiJ9"
"297","Guide to Configure Docker Image Acceleration and Repository Pull","Application Guide > Docker > FAQ > Guide to Configure Docker Image Acceleration and Repository Pull","Configure Docker Mirror AcceleratorBy configuring a mirror accelerator address, you can optimize the access path for domestic nodes, significantly reducing the pull time for overseas mirrors (such as ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI5NyIsICJjbGllbnRUeXBlIjogIiJ9"
"558","How to Add a Network Proxy in Firefox: Instructions and Notes","Application Guide > Docker > FAQ > How to Add a Network Proxy in Firefox: Instructions and Notes","When using the Firefox app on the UGOS Pro system, please exercise caution when configuring a network proxy in the Firefox browser. Once a proxy is added, access requests may be routed through the pro...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1OCIsICJjbGllbnRUeXBlIjogIiJ9"
